"BN/Registration number","Fiscal period end","Form ID","500","505","510","515","520","525","530","535","540","545","550","555","560","565","580"
"879961811RR0001",2024-12-31 00:00:00,"27",,,,"Y",,,,,,,,,,,$3500.00
"879962603RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Donated Accounting Services, Eavestrough Replacement donation",$1262.00
"879963817RR0001",2024-9-30 00:00:00,"27",,,"Y",,,,,,,,,,"Y","DIVERS BIENS ET SERVICES",$17775.00
"879975712RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,,,"Y","AUTRE",$3200.00
"880074562RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1000.00
"880135876RR0001",2024-5-31 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","SPORTS MEMORABILIA",$1095.00
"880167002RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$10358.00
"880186721RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$309549.00
"880215033RR0001",2024-9-30 00:00:00,"27",,,"Y",,,,,,,,,,,,$23033.00
"880315437RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","HOUSEHOLD & SHOP GOODS",$2000.00
"880343918RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$5232.00
"880377965RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT BASKET MATERIAL",$159.00
"880469218RR0001",2024-2-19 00:00:00,"27",,,,,,,,,,,,,"Y","LABOUR (CLEANER FLOORS)",$700.00
"880478318RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,"Y",,,$250.00
"880495163RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","gift card donated to the organization",$1563.00
"880637350RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$500.00
"880655014RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$345.00
"880713425RR0001",2024-7-31 00:00:00,"27",,,,,,,,,,,,,"Y","Sunday School Craft Supplies",$388.00
"880755285RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y","Y",,,$389897.00
"880755939RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PSA SUPPORT",$3200.00
"880771019RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$202.00
"880798806RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","TRAVEL EXPENSES, BOOK KEEPING",$11885.00
"880835434RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Weekly Janitorial Service",$15125.00
"880846829RR0001",2024-3-31 00:00:00,"27",,,,,,,,,"Y",,,,,,$134941.00
"880862966RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,,,$2000.00
"880871116RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Storage container for mowers, etc.",$3360.00
"881100911RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","LUGES DE SKI DE FOND",$250.00
"881140214RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$821.00
"881174528RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$211609.00
"881227110RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$105025.00
"881229561RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Personal Care Items",$19188.00
"881229975RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","CONCERT TICKETS, DISCOUNTED SP",$792.00
"881288328RR0001",2024-11-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$26139.00
"881291918RR0001",2024-9-30 00:00:00,"27",,,,,,,"Y",,"Y",,,,"Y","WISH ITEMS, FUNDRAISING SUPPLIES",$97759.00
"881361216RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,"Y","Y","Y","gift cards",$191036.00
"881372726RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$50800.00
"881405427RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Espaces locatifs (entrepôt, atelier, stationnements)",$9050.00
"881461818RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,"Y","Y",,,$2009456.00
"881495568RR0001",2024-6-30 00:00:00,"27","Y",,"Y",,,,"Y",,,,"Y",,"Y","LAND TRIPS, CONCERTS",$2349807.00
"881545446RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$37116.00
"881548564RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","FREE STALL SPACE",$1168.00
"881577415RR0001",2024-3-31 00:00:00,"27",,,"Y","Y",,,,"Y",,,,,,,$81297.00
"881775498RR0001",2024-12-31 00:00:00,"27",,,,,,,,"Y",,,,,,,$753.00
"881802029RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","PET SUPPLIES, ETC.",$2178.00
"881877781RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,,,$188283.00
"881879415RR0001",2024-6-30 00:00:00,"27","Y",,,,,,,,,,,,,,$2061.00
"881900401RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PET FOOD, PET TOYS, LITTER, VET BILLS",$8857.00
"881911010RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Gift cards",$3277.00
"881941306RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,,,$974600.00
"881979124RR0001",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$3921363.00
"881983183RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$3767177.00
"881988380RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","LOGISTICS-COSTUME/REST",$19160.00
"882032725RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$63907.00
"882066509RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1385.00
"882101009RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","HORSES FOR ADOPTION",$3600.00
"882125008RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","TICKETS AND SERVICES IN KIND",$97726.00
"882390958RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Tax receipts were issued to two members of the Cyprus 24 Committee for the value of airfare that they paid directly in the execution of their duties.",$5092.00
"882509003RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1905.00
"882531304RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,,,$17266.00
"882588619RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,,,"Y","SHIPPING SUPPLIES",$4397.00
"882631567RR0001",2024-7-31 00:00:00,"27","Y","Y",,,,,,,,,,,"Y","CERTIFICATS CADEAUX",$3246.00
"882741317RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$29165.00
"882824303RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,,,$26033.00
"882834740RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$62533.00
"882842776RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,"Y",,,,,$663.00
"882852304RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,"Y","LAPTOPS",$1810.00
"882853575RR0001",2024-5-31 00:00:00,"27","Y",,"Y",,,,,,,,,,,,$1225.00
"882864424RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","SERVICES",$31146.00
"883009482RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","TOPSOIL",$450.00
"883010993RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PRIZES",$3008.00
"883015406RR0001",2024-8-31 00:00:00,"27","Y",,"Y",,,,,,,,,"Y","Y","TICKETS, SPORTING GOODS",$17496.00
"883021594RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$7694.00
"883066771RR0001",2024-6-30 00:00:00,"27",,"Y","Y",,,,,,,,,,,,$5508.00
"883086118RR0001",2024-3-31 00:00:00,"27",,"Y","Y","Y",,,,,,,,,"Y","SUPPLIES",$18120.00
"883152738RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","Key chains, luggage tags",$296.00
"883232837RR0001",2024-5-31 00:00:00,"27",,,"Y",,,,,"Y",,,,,"Y","SERVICES PUBLICITÉ & PLOMBERIE",$10539.00
"883241309RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","PRODUITS ET SERVICES",$530.00
"883241630RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$3139.00
"883259236RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","technology, music instrument",$13874.00
"883291825RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$720.00
"883310609RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1085.00
"883331472RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,,,"Y",,$2868.00
"883338014RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$56235.00
"883368813RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,,,$1800.00
"883414328RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,"Y","GAS & REPAIRS",$20158.00
"883429961RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,"Y","Y",,,,"Y",,"Y","ENCAN - AUTRES BIENS",$1163785.00
"883458812RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,"Y",,,,,,,$479589.00
"883554875RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","INSTRUMENTS MUSIQUE",$3000.00
"883564494RR0001",2024-5-31 00:00:00,"27",,,,,,,"Y",,,,"Y",,,,$136558.00
"883619603RR0001",2024-12-31 00:00:00,"27",,,,"Y",,,,,,,,,,,$10000.00
"883632697RR0001",2024-12-31 00:00:00,"27",,,,,"Y",,,,,,,,,,$5820.00
"883743817RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","FOOD GIFT CARDS/GROCERIES",$1203.00
"883744385RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","ANNUAL RENEWAL FEE FOR ZOOM",$226.00
"883784589RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","products and services",$33027.00
"883793218RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$354886.00
"883900417RR0001",2024-1-31 00:00:00,"27",,,"Y",,,,,,,,,"Y",,,$948.00
"883954026RR0001",2024-5-31 00:00:00,"27","Y",,,,,,,,,"Y",,,,,$279230.00
"884032715RR0001",2024-10-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Items for annual event",$16900.00
"884133042RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$11477.00
"884157900RR0001",2024-9-30 00:00:00,"27",,,,,"Y",,,,,,,,,,$1000.00
"884181223RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","ADVERTISING WAS GIFTED, MEDICA",$56057.00
"884260506RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,,,,$19650.00
"884271180RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Food and litter, small amount of fundraising supplies",$20140.00
"884292517RR0001",2024-7-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARDS",$240.00
"884342825RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,"Y",,,$420921.00
"884377565RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$350153.00
"884452129RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARD",$2973.00
"884458019RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","CASES OF GROUND BEEF FOR FOOD PANTRY",$2500.00
"884476904RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,,,,$11163.00
"884487026RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","TOYS FOR HOLIDAY CAMPAIGN",$1250.00
"884539917RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$18142.00
"884556911RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Food & freight services",$4116.00
"884571910RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","USE OF STORAGE FACILITY",$2401.00
"884653528RR0001",2024-3-31 00:00:00,"27",,,,"Y",,,,,,,,,"Y","VEHICLE EXPENSES",$5094.00
"884678913RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$2296.00
"884688128RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$773004.00
"884726753RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,,,$327.00
"884835026RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","SERVICES",$12156.00
"884857962RR0001",2024-3-31 00:00:00,"27","Y",,,,,,,,,,,,,,$350.00
"884865767RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,"Y",,,,,,,$58786.00
"884884305RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","Donated premiums on life insurance policies",$314565.00
"884959024RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$26160.00
"884986910RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFTS FOR AUCTIONS",$8807.00
"884999764RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$25676.00
"885062448RR0001",2024-12-31 00:00:00,"27","Y","Y",,"Y",,,,"Y",,,,,"Y","TREES AND LANDSCAPING",$64544.00
"885146555RR0001",2024-7-31 00:00:00,"27",,,,,,,,,,,,,"Y","BIENS POUR TIRAGE",$1541.00
"885153106RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","ARCHERY BOW",$80.00
"885160960RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$22846.00
"885170977RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","GRAPHISTE",$1350.00
"885188375RR0001",2024-12-31 00:00:00,"27",,,,,"Y",,,,,,,,,,$9430.00
"885260968RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$2405270.00
"885296756RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,"Y",,,"Y","PUBLICITÉ, FLEURS, ETC",$12318.00
"885362947RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$901.00
"885382705RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,"Y",,"Y","Y","Toys and games",$1391.00
"885410548RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,,"Y","SUPPLIES",$331.00
"885412387RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,,,"Y","LAMPS",$1016.00
"885412403RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","flowers",$900.00
"885420737RR0001",2024-6-30 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$611.00
"885428003RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","Supplies, boarding, expenses",$20068.00
"885434720RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$74785.00
"885460345RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","JOUETS",$3505.00
"885464156RR0001",2024-7-31 00:00:00,"27",,,,,,,,,,,,,"Y","FOOD",$130.00
"885473140RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,,,$6318.00
"885475541RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,,,$10500.00
"885542720RR0001",2024-3-31 00:00:00,"27",,,"Y",,"Y",,,,,"Y",,,,,$9450.00
"885573139RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,"Y",,,,$58175.00
"885620567RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$48247.00
"885637405RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y",,$2000.00
"885640607RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,"Y",,"Y","Gift card",$5959.00
"885668236RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Advertising, Ball Pit (a child's plastic swimming pool filled with plastic balls - for use by dogs), material for constructing bird houses (for sale)",$3768.00
"885671230RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1584.00
"885731018RR0002",2024-12-31 00:00:00,"27",,,,,,,"Y",,,,,,"Y","Groceries, Supplies",$282613.00
"885732289RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SEE ATTACHED TABLE",$1230.00
"885767335RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$1600.00
"885884957RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","PRODUITS ET SERRURES",$1140.00
"885911123RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","Legal Services",$2068.00
"885916296RR0001",2024-7-31 00:00:00,"27",,,,,,,,,,,,,"Y","donation of Stefan Fiduci violin, BAM case, Roth viola, Andreas Eastman violin, Dvorak style violin and case",$9065.00
"885921817RR0001",2024-12-31 00:00:00,"27",,,,,"Y",,,,,,,,,,$300.00
"885971291RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,"Y",,,,,$500.00
"886052190RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","TERRAIN + LOCAL",$1000.00
"886083492RR0001",2024-3-1 00:00:00,"27",,"Y",,,,,,,,,,,,,$1200.00
"886085190RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,,,"Y","FARM PRODUCE & MEAT",$16825.00
"886091990RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARDS & PIZZA",$3498.00
"886092998RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","MISC SUPPLIES/RENTAL",$4998.00
"886093798RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$15432.00
"886118793RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,,,"Y","FORFAITS, SERVICES",$18416.00
"886133198RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,"Y",,,"Y","golf equipment",$6715.00
"886135193RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","OFFICE OPERATIONS (OFFICE OPERATIONS COST + OTHER EXPENSES)",$2522.00
"886136993RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","TELEPHONE SERVICE & GAS",
"886149236RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","aquarium supplies and fish",$1477.00
"886193994RR0001",2024-12-31 00:00:00,"27","Y",,,,,,,,,,,"Y","Y","FLAVERS",$898.00
"886209998RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1075.00
"886216811RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,,,,"Y","scientific toys, games, equipment",$1422.00
"886248590RR0001",2024-8-31 00:00:00,"27",,,,"Y",,,,,,,,,,,$2400.00
"886254705RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","HOUSEHOLD ITEMS",$1685.00
"886272087RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","TV FOR TEMPLE",$4378.00
"886275197RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","SERVICES - CLASSES",$5234.00
"886289198RR0001",2024-11-30 00:00:00,"27",,,"Y",,,,,,,,,,,,$16291.00
"886301712RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","cat food and supplies for fundraising",$4165.00
"886318625RR0001",2024-11-30 00:00:00,"27",,,,,,,,,,,,,"Y","SHEET MUSIC",$157.00
"886333194RR0001",2024-6-30 00:00:00,"27","Y",,,,,,,,,,,"Y","Y","TICKETS AND GAMES",$5563.00
"886334408RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$15498.00
"886385004RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$19324.00
"886394592RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,,,,,,,"Y","Printer",$939.00
"886408798RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$18259.00
"886413699RR0001",2024-9-30 00:00:00,"27",,,,,,,,,,,"Y",,"Y","raffle prizes, transportation services",$71737.00
"886420199RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,,"Y","Auction Items",$9126.00
"886426816RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","2 Lateral filing cabinets for record keeping and storage",$1000.00
"886431162RR0001",2024-6-30 00:00:00,"27","Y",,,,,,,,,,,,,,$24755.00
"886432194RR0001",2024-3-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y",,$600743.00
"886450907RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$616750.00
"886463496RR0001",2024-3-31 00:00:00,"27","Y",,,,,,"Y","Y","Y",,"Y",,,,$3334729.00
"886464239RR0001",2024-11-30 00:00:00,"27",,,"Y",,,,,,,"Y",,,"Y",,$2678.00
"886472679RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,"Y",,,,$130489.00
"886479997RR0001",2024-8-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$445.00
"886484088RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","CAKES, VOLUNTEER PARTY",$3051.00
"886491190RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$1033.00
"886536796RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","ACCOUNTING SERVICES",$500.00
"886574599RR0001",2024-6-30 00:00:00,"27",,"Y","Y",,,,,,,,,,"Y","REPAIRS, MAINTENANCE, SUPPLI",$66979.00
"886583590RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$144.00
"886593854RR0001",2024-9-30 00:00:00,"27","Y",,"Y",,,,,"Y",,,,,,,$87750.00
"886594324RR0001",2024-3-31 00:00:00,"27",,,,,"Y",,,,,,,,,,$140.00
"886595396RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","WREATHS/PRIZES/SERVICE",$6496.00
"886614452RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,"Y",,,,,$3600.00
"886633320RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","GIFT CARDS",$200.00
"886641430RR0001",2024-2-28 00:00:00,"27",,,,"Y",,,,,,,,,,,$30334.00
"886648591RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","website domain registration, plugins for website,",$170.00
"886655562RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,"Y","Used items consisting of Sofa, Recliner, Gas Generator, miscellaneous small tools",$3000.00
"886658681RR0001",2024-8-31 00:00:00,"27",,,,"Y",,,,,,,,,,,$1750.00
"886669142RR0001",2024-2-28 00:00:00,"27",,,"Y",,,,,,,,,,,,$39094.00
"886688597RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,,,,,,,,,$26544.00
"886695196RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","HISTORICAL ARTIFACTS",$14870.00
"886713551RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","MATÉRIEL D'ENTRETIEN ET SCIENTIFIQUES",$375.00
"886714591RR0001",2024-3-31 00:00:00,"27",,,,,,,,,,,,,"Y","GROCERIES & MEAT",$1449.00
"886727791RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","lawn care, flowers, plants, Christmas cards, stained glass picture, client gifts",$1089.00
"886736396RR0001",2024-6-30 00:00:00,"27",,"Y",,,,,,,,,,,,,$706.00
"886737352RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","VOLUNTEER DRIVERS, GIFT CARDS",$23598.00
"886759547RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,"Y",,,,,$195.00
"886774835RR0001",2024-8-31 00:00:00,"27",,,,,,,,,,,,,"Y","SUPPLIES",$1229.00
"886783992RR0001",2024-6-30 00:00:00,"27","Y",,,,,,,,,,,,"Y","VARIOUS ITEMS FOR AUCTION",$17946.00
"886806561RR0001",2024-3-31 00:00:00,"27","Y",,,,,,"Y",,,"Y",,"Y","Y","PLANTS, PERSONAL PAPERS",$203512.00
"886814201RR0001",2024-10-31 00:00:00,"27",,,,,,,,,,,,,"Y","STORAGE",$2000.00
"886814698RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Farm land and buildings",$430000.00
"886816727RR0001",2024-12-31 00:00:00,"27",,,,,,,,,"Y",,,,,,
"886874692RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Rent in kind",$53000.00
"886886746RR0001",2024-3-31 00:00:00,"27","Y",,"Y",,,,"Y",,,,"Y",,"Y","GIFT CARDS",$430316.00
"886918416RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","MILK",$352.00
"886997998RR0001",2024-12-31 00:00:00,"27","Y",,"Y",,,,,,,,,"Y",,,$107250.00
"887001485RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,"Y",,,,,$1500.00
"887008704RR0001",2024-2-28 00:00:00,"27",,,,,,,,,,,,,"Y","cell phone",$125.00
"887017515RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,"Y","Office supplies",$1446628.00
"887025195RR0001",2024-12-31 00:00:00,"27","Y","Y","Y",,,,,,,"Y","Y",,,,$46397.00
"887042307RR0001",2024-7-31 00:00:00,"27","Y",,,,,,,,,,,,"Y","Massage Services for Auction, Sporting Equipment",$2412.00
"887067965RR0001",2024-3-31 00:00:00,"27",,,"Y",,"Y",,,,,"Y",,,,,$42510.00
"887087591RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,"Y","GARBAGE BIN RENTAL & EMPTING",$1472.00
"887135010RR0001",2024-2-28 00:00:00,"27",,,,,,,,,,,,,"Y","Bird Food",$39.00
"887140689RR0001",2024-12-31 00:00:00,"27",,,,,,,,"Y",,,,,,,$25698.00
"887190601RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","DONATED DRESSES / ACCESSORIES FOR GRAD",$26460.00
"887208122RR0001",2024-6-30 00:00:00,"27",,"Y",,,,,,,,,,"Y","Y","PIANO",$7308.00
"887219525RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$329964.00
"887232684RR0001",2024-12-31 00:00:00,"27",,"Y","Y",,,,,,,,,,"Y","REPAIR/MAINTENANCE SERVICES",$7432.00
"887234524RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,,,"Y","repair & maintenance/materials & supplies",$4059.00
"887242139RR0001",2024-5-31 00:00:00,"27",,,,,,,,,,"Y",,"Y",,,$1100.00
"887244994RR0001",2024-12-31 00:00:00,"27",,,"Y",,,,,,,,,,,,$7850.00
"887254035RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","Gift baskets for appreciation event",$460.00
"887272268RR0001",2024-12-31 00:00:00,"27",,,,,,,,,,,,,"Y","SNOW CLEARING ALL WINTER",$1737.00
"887281087RR0001",2024-6-30 00:00:00,"27",,,,,,,,,,,"Y",,,,$270560.00
